annotation,bodyValue,facsimileTargets,imageTargets
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek2/anno_2,"Macchiette umane, simili a coleotteri, a formiche Maschere di Watteau, spolpate, ridotte a larva larva di puro colore; e tutto fuso, impastato dentro una luce fatta di miele impalpabile, con, in cielo, quei bioccoli di turchino, fiocchi di panna, e frantumi di nero: come le briciole di fulig- gine cadute dalla cappa del camino sulla minestra.","https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=532,1484,178,34 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=214,1370,1426,42 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=599,1522,1055,36 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=214,1524,385,40 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=200,1444,1454,44 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=200,1294,1324,40 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=336,1216,1282,40 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=1524,1296,112,32 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p10#xywh=1472,1256,104,33",
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek3/anno_0,"e. Sono tre conchiglie, su di un piano verdino, sotto la soffitta di un cielo a toppe nerastre e ce- lesti. Virgole nere di <???> inchiostro ronzano là in mezzo","https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=142,690,1458,40 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=625,764,987,42 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=144,767,481,37 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=500,728,170,32 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=762,612,848,38",
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek3/anno_1,"nessuna riunione di  conchiglie è mai stata più felice e dolorosa di questa: involucri fantastici, spoglie durature e bellissime di piccoli esseri che non contano","https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=152,914,1438,44 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=1326,874,206,34 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=623,839,987,39 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=150,992,1430,38",
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek3/anno_2,"Un'acqua: l'acqua che stempera il colore, è calata in ogni parte, dilavando le forme, lasciando <???> macchie sulla carta,","https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=150,992,1430,38 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=864,1030,156,34 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=1010,1072,568,33 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=156,1070,854,42",
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek3/anno_3,come quando una lacri- ma vi è <???> caduta,"https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=1010,1072,568,33 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=156,1152,398,33",
https://w3id.org/interim/ek-raimondi-kb/depisisLibri/ekphrasis/ek4/anno_0,"Nuvole e cieli sono, irrealisticamente, zone di un colore giallo, o  rosa, o verde.","https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=152,1830,242,41 | https://dl.ficlit.unibo.it/iiif/2/19356/canvas/p11#xywh=150,1749,1434,44",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek1/anno_0,"la “Natura morta”, datata 1920, nella quale sono ripresi, in pittura, gli oggetti del papier- collé <Anfuso?>, e che rappresentano il tema di una favola francese, di <un'apparizione?> poetica, l’uccellino di coccio colorato la fetta di cocomero","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=248,939,1394,47 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=1001,1022,621,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=238,1018,179,32 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=417,1019,584,33 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=932,984,80,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=238,1093,1361,42 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=416,973,20,31",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek1/anno_1,la pera,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=238,1093,1361,42",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek1/anno_2,il limone e gli altri poveri oggetti di un banco banco di fiera campestre.  ,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=1542,1063,82,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=238,1093,1361,42 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=1599,1094,29,37 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=246,1166,244,42",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek10/anno_0,il “Ritratto della Regina”,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=240,862,1396,36",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek10/anno_1,"è il ritratto di un grande pesce circondato di fiori e di frutta, sullo sfondo di della campagna di  Pomposa.","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=1020,894,264,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=240,862,1396,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=246,938,892,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=1138,938,470,36",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek11/anno_0,“Grandi fiori a Casa Massimo”.,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=244,1005,1392,49",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek2/anno_0,"la “Natura morta con la con-   chiglia"", datata 918,","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=242,1318,1356,41 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=246,1395,955,37",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek3/anno_0,"“L’uomo con tubino”, del ‘19, in collezione bolognese","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=476,1350,826,42",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek4/anno_0,"“Paesaggio di Tivoli” Signorelli,","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=240,1543,1378,45 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p6#xywh=250,1469,1378,43",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek5/anno_0,Sono le nature morte marine,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=138,1310,731,40",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek5/anno_1,"sugli  orizzonti di cielo e di acqua stagnante, ricompaiono, cari cari  fantasmi, le case, le  fattorie rosse, i pali e le reti delle valli sotto il Po  i modelli di primo piano: le conchiglie, le aragoste,","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=327,1351,85,35 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=392,1386,841,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1126,1466,412,33 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1172,1351,59,32 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1233,1386,307,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=150,1464,976,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=996,1426,200,32",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek5/anno_2,cespi fioriti,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=210,1538,1322,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=144,1506,76,34",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek5/anno_3,"dicono di come egli abbia subito amato l’arte francese, che si vedeva intorno.","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=210,1538,1322,36",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek6/anno_0,"Come in un emblema di nostalgia poetica,","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=210,1538,1322,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=138,1610,844,40",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek6/anno_1,"pendono i due lucci,  lucci contro un muro di <???>, casa","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1246,1575,66,34 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=909,1573,89,36 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=982,1610,333,41 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=138,1610,844,40",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek6/anno_2,parlanti con  la voce quasi di una poesia di Saba,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=140,1686,1392,46 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1315,1612,197,38",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek6/anno_3,cioè i “Due pesci appesi” del ‘27.,"https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=140,1686,1392,46",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek7/anno_0,"Vengono i paesaggi di Cortina e di Cadore: le stradine, le case, gli alberi, i boschi, (e qui, ne vediamo vediamo uno straordinario, del ‘25),","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=148,1914,493,38 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=641,1917,888,37 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1393,1889,125,32 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=138,1989,767,41 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=1529,1924,3,30 | https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p7#xywh=590,1878,126,34",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek8/anno_0,"il ""Pasage de l’Odeon"",","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=870,351,588,53",
https://w3id.org/interim/ek-raimondi-kb/depisisTorino/ekphrasis/ek9/anno_0,"due ""Place de la Concorde"",","https://dl.ficlit.unibo.it/iiif/2/19335/canvas/p8#xywh=238,787,388,35",
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek1/anno_0,"Chiesa Superiore di Assisi, nel Compianto di Cristo","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=156,1346,1430,50 | "," | https://wd-image-positions.toolforge.org/iiif/Q3044873/P18/canvas/c0.json#xywh=14,4,652,628"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek1/anno_1,"cosa sono questi “colori” che sottintendono, più che un muro di calce, il levigato di un metallo tenuto sul fuoco? Il rosso di prugna, il blu delle susine, il rosso delle ciliegie, ma rimmaginati e impiegati, in luogo dello smalto cotto e vertificato, sulla lamina di rame.","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=166,1579,1309,41 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=158,1505,1450,39 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=156,1346,1430,50 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=164,1419,1416,52 | "," | https://wd-image-positions.toolforge.org/iiif/Q3044873/P18/canvas/c0.json#xywh=524,475,144,151"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek2/anno_0,"forza, che  dai  manti si spande sui muri, sotto la  forma stellare di stampiglia, mentre i volti, dai lineamenti scavati, tagliati da scalpelli taglienti, e le mitrie di marmo pesantissimo, sono la prova di un’umanità di passioni lente e <immutabili?>","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=395,512,596,53 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=216,653,1410,69 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=968,460,38,30 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=158,1875,1424,49 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=373,476,51,34 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=991,502,617,58 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=204,578,1416,62 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=210,517,185,55"," | https://wd-image-positions.toolforge.org/iiif/Q3798976/P18/canvas/c0.json#xywh=24,425,753,393 | https://wd-image-positions.toolforge.org/iiif/Q3798976/P18/canvas/c0.json#xywh=264,384,136,143"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek2/anno_1,"il pontefice e i vescovi quasi pietrificati in un materia, in uno spirito di potenza, simili a statue dipinte"," | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=158,1875,1424,49 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=160,1953,1410,51","https://wd-image-positions.toolforge.org/iiif/Q3798976/P18/canvas/c0.json#xywh=460,355,321,551 | "
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek2/anno_2,"ma non di gesso, di sasso, di marmo, con quella larghezza e pienezza di rosso, segno di","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p7#xywh=160,2030,1426,50 | "," | https://wd-image-positions.toolforge.org/iiif/Q3798976/P18/canvas/c0.json#xywh=499,498,160,219"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek3/anno_0,"letto del pontefice: una statua che dorme,"," | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=210,804,1430,66","https://wd-image-positions.toolforge.org/iiif/Q3964099/P18/canvas/c0.json#xywh=377,553,500,215 | "
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek3/anno_1,ricopre come acqua insanguinata le figure di due vecchi.,"https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=214,882,1434,67 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=210,804,1430,66"," | https://wd-image-positions.toolforge.org/iiif/Q3964099/P18/canvas/c0.json#xywh=388,717,463,259"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek3/anno_2,"Insensibili a quel fuoco, a quella porpora dell’oriente, essi dormo- no e sognano la fine del tempo antico, di tanti secoli di favola, incapaci di imma- ginare l’inizio di un tempo della verità e della realtà, fatto per gli uomini, non più per i dei, per i miti."," | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=214,1032,1426,71 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=204,956,1444,67 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=226,1110,1424,71 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p8#xywh=214,882,1434,67","https://wd-image-positions.toolforge.org/iiif/Q3964099/P18/canvas/c0.json#xywh=718,725,122,238 | "
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek4/anno_0,"quei gialletti di paglia, al contatto con <???> quella frana di rosso-di-carne, in rap- porto e simpatia con gli azzurri verdini, anzi coi verdi Isacco che respinge Esaù","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p9#xywh=156,654,1440,63 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p9#xywh=154,577,907,58 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p9#xywh=969,544,102,37 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p9#xywh=1061,580,539,59 | "," | https://wd-image-positions.toolforge.org/iiif/Q3154803/P18/canvas/c0.json#xywh=1970,582,544,1734"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek5/anno_0,"la carne dello spogliato nella Rinunzia,","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p9#xywh=162,803,1410,62 | "," | https://wd-image-positions.toolforge.org/iiif/Q3947114/P18/canvas/c0.json#xywh=350,366,138,150"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek6/anno_0,"Nell’accogliere nel proprio cuore la tristezza e il peso, il mormorio sordo, il vasto confabulare di quelle folle di uomini stipati:","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=212,1571,1436,58 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=170,497,1404,58 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=166,651,1436,70 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=216,1644,1410,61 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=168,571,1432,62 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=208,1717,1408,66"," | https://wd-image-positions.toolforge.org/iiif/Q3698208/P18/canvas/c0.json#xywh=659,333,364,264"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek6/anno_1,"quelle terribili teste di vecchi rapaci, <???> ravvolti come in logore sciarpe di lana; quelle foreste di teste colme di lungo pelo, che s’affacciano, minacciosi e indomati ancora, nel fondo della Crocifissione, lì vicino,","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=220,1872,1414,60 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=214,1798,1412,61 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=208,1717,1408,66"," | https://wd-image-positions.toolforge.org/iiif/Q3698208/P18/canvas/c0.json#xywh=853,355,168,173"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek6/anno_2,"Vengono questi oscuri personaggi, fasciati di notte, da lontananze non tanto romane"," | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p10#xywh=238,2026,1392,64","https://wd-image-positions.toolforge.org/iiif/Q3698208/P18/canvas/c0.json#xywh=853,356,169,172 | "
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek7/anno_0,"Croce di Cimabue in Santa Croce,","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=150,1103,1430,62 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=152,1027,1424,60"," | https://wd-image-positions.toolforge.org/iiif/Q3698260/P18/canvas/c0.json#xywh=137,1,1760,2247"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek7/anno_1,"lascia scolare l’ultimo sangue: uno stillicidio rosso, da un buco rotondo."," | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p11#xywh=150,1103,1430,62","https://wd-image-positions.toolforge.org/iiif/Q3698260/P18/canvas/c0.json#xywh=1559,622,212,258 | "
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek8/anno_0,"quello di S. Maria Novella,","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=224,504,1442,64 | "," | https://wd-image-positions.toolforge.org/iiif/Q3005520/P18/canvas/c0.json#xywh=167,56,3601,4991"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek8/anno_1,"incombono dentro uno spa- zio, racchiusi nel vano e nella carpenteria della croce, memorabili e immutabili, quasi ritornati solo natura e sentimento, emanando un suono, un’armonia incantata, una voce che ogni generazione può cogliere, finché la materia dura","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=621,733,1013,57 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=224,504,1442,64 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=224,580,1428,58 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=593,702,63,34 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=212,658,1434,54 | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=216,740,405,52 | "," | https://wd-image-positions.toolforge.org/iiif/Q3005520/P18/canvas/c0.json#xywh=596,899,2308,2523"
https://w3id.org/interim/ek-raimondi-kb/giotto/ekphrasis/ek8/anno_2,"A fianco del Cristo, i due testimoni: Maria e Giovanni, ravvolti in un ritmo ap- passionato e scandito che nessun teatro, all’infuori di Eschilo, mai ne ebbe di uguali.","https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=222,1038,1436,59 |  | https://dl.ficlit.unibo.it/iiif/2/19312/canvas/p12#xywh=228,1111,1352,63"," | https://wd-image-positions.toolforge.org/iiif/Q3005520/P18/canvas/c0.json#xywh=76,931,3698,891"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek1/anno_0,"Il ritratto della marchesa d'Orvilliers, del '90","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=138,582,1412,57 | "," | https://wd-image-positions.toolforge.org/iiif/Q3399481/P18/canvas/c0.json#xywh=25,383,2691,3282"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek10/anno_0,"viso atteggiato al patetico di natura,"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=160,510,1207,42 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=244,2024,1428,57","https://wd-image-positions.toolforge.org/iiif/Q18518827/P18/canvas/c0.json#xywh=729,164,3590,5362 | https://wd-image-positions.toolforge.org/iiif/Q18518827/P18/canvas/c0.json#xywh=1375,283,1976,1930 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek10/anno_1,"perfino le pieghe strapazzate delle maniche rigonfie e dei panta- loni ""che fanno la bassa"" (ottenute con freghi affrettati e superficiali <???> di un  pennello a setole rade e stanche)","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=140,542,304,36 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=1367,518,185,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=233,589,763,35 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=928,546,73,35 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=160,510,1207,42 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=160,592,73,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=996,590,572,40 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=1326,468,123,37 | "," | https://wd-image-positions.toolforge.org/iiif/Q18518827/P18/canvas/c0.json#xywh=2771,3069,1284,1396"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek10/anno_2,dichia- rano un'inclinazione ad una verità poetica afflitta di significati umani,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=148,660,1412,43 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=996,590,572,40",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek11/anno_0,Il Ritrat- to di Mad.me Rivière,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=146,1114,1432,44 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=146,1191,1416,47"," | https://wd-image-positions.toolforge.org/iiif/Q15617847/P18/canvas/c0.json#xywh=344,33,3096,4673"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek11/anno_1,"Concepito nella frontalità un poco funebre di una sedente etrusca,","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=158,1420,1406,40 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=152,1496,683,38 | "," | https://wd-image-positions.toolforge.org/iiif/Q15617847/P18/canvas/c0.json#xywh=845,328,2324,3787"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek11/anno_2,la figura si modella a poco a poco  con la opulenza sensuale di bassorilievo-schiacciato,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=730,1456,240,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=835,1500,236,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=152,1496,683,38 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=1071,1498,487,35 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=970,1458,156,36",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek11/anno_3,"Riesce,  alla fine, con la grazia circoscritta di una miniatura persiana, o come un cammeo stile-impero, dentro un ovale dorato che, si direbbe, a ripensarlo, di pochi centimentri d'altezza."," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=747,1577,795,35 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=168,1534,716,38 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=160,1646,1398,42 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=166,1720,1404,46","https://wd-image-positions.toolforge.org/iiif/Q15617847/P18/canvas/c0.json#xywh=38,18,3581,4698 | "
