annotation,bodyValue,facsimileTargets,imageTargets
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_0,"La signorina Rivière appare, nel suo lungo abito di crespo bianco,"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=268,510,1284,55 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=164,1874,1392,44","https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=134,31,2248,3449 | https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=680,978,1168,2484 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_1,"ferma su di un  prato di  alto velluto verde,","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=268,510,1284,55 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=154,1950,1406,42 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=1534,471,43,30 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=252,599,524,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=1552,508,122,51 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0011Q1958230011c5r.json#xywh=150,2030,646,36 | "," | https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=13,2768,639,672"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_2,"portata <???> da una grazia capricciosa, come da un vento verde di primavera che trasporti un angelo- <???> capriolo, una gazzella principessa -gazzella del Pisanello.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=948,630,150,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=382,630,214,34 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=1032,668,638,42 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=252,599,524,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=481,672,551,34 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=691,552,91,41 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=258,674,223,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=776,596,890,36",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_3,"Infilato fra il busto legge- ro e i lunghi lunghi guanti di vitello giallo, il boa, il serpente di piuma (vuoto all'interno),"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=244,752,230,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=370,710,100,34 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=474,748,1208,36 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=1032,668,638,42","https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=558,1990,1232,618 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_4,"di latte spumoso, allunga infinitamente le sue spire come il collo tiepido del cigno di Leda.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=254,814,1422,55 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=474,748,1208,36 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=1458,702,164,38 | "," | https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=1070,1601,1175,1703"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek12/anno_5,"Il capino del del cigno, del boa, si perde in un ciuffo di alghe verdi. Il paesaggio del fondo, nella parete di pianura francese, con la coltre di verdura oltre la riga d'acqua trasparente, il borgo di case bianche, la pieve, il campanile dentro i pini, e la striscia di monti all'orizzonte azzurri","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=250,888,1390,55 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=254,814,1422,55 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=254,1039,1418,54 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=254,964,1398,57"," | https://wd-image-positions.toolforge.org/iiif/Q24011/P18/canvas/c0.json#xywh=1319,3182,1077,287"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek13/anno_0,"l'amico scultore Lorenzo Bartolini,"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=280,1572,1370,55","https://wd-image-positions.toolforge.org/iiif/Q18578021/P18/canvas/c0.json#xywh=223,36,3128,4317 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek13/anno_1,"ritto in piedi, eloquente nel gesto come un Talma nell'Amleto di Ducis,"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0012Q1958230012c5v.json#xywh=258,2026,1420,54","https://wd-image-positions.toolforge.org/iiif/Q18578021/P18/canvas/c0.json#xywh=9,2142,1403,1141 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek14/anno_0,"il pittore Granet. Il modello gli piacque. Propose di farne un ritratto: il suo primo ritratto romano. Alla figura, spavalda come un Van Dyck (che Ingres non amava),  una veduta di Roma. Forse è la mole stessa di Villa Medici, che sovrasta le case, le finestre, le altane sotto i tetti di Roma.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=270,800,1396,58 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=266,878,1402,56 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=1020,700,138,34 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=270,952,1404,58 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=256,1026,1414,64 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=1201,740,479,40"," | https://wd-image-positions.toolforge.org/iiif/Q18415088/P18/canvas/c0.json#xywh=48,22,1965,2377"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek15/anno_0,"due piccoli tondi, gli riuscì di farli: la Villa Borghese, affondata fra gli alberi densi","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=256,1255,1394,59 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=276,1180,1364,58"," | https://wd-image-positions.toolforge.org/iiif/Q61037208/P18/canvas/c0.json#xywh=25,176,424,240"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek16/anno_0,"volle compirne un terzo, di quei ""tondini"" in pittura: è la cosidetta Casa di Raffaello, presso Villa Medic"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=264,1556,1418,62 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=1446,1460,112,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=268,1492,1278,43 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0014Q1958230014c6v.json#xywh=1546,1500,122,35","https://wd-image-positions.toolforge.org/iiif/Q120671751/P18/canvas/c0.json#xywh=42,85,515,465 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek17/anno_0,"cui lo spirito di ogni pelo: ciglia, sopracciglia, baffi, capelli, è stato interpretato","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0017Q1958230017c8r.json#xywh=142,2018,1418,52 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=282,495,1412,62",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek17/anno_1,"sembra atten- dere, quasi indifferente, la futura trasformazione in volpe, o coniglio","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=282,495,1412,62 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=272,569,1376,62",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek18/anno_0,"Jeannette Hayard, in idoletto tonchinese, avorio-giallo.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=264,643,1390,68 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=272,569,1376,62",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek19/anno_0,"Lady Cavendisch: la duplice fioritura, in grappoli, dei  riccioli di bronzo, posa sulla porcellana di un volto <???> da Frago, mentre le incrostazioni,  porcellana, argento, ristagnano sulle camicettes, nel collo, nelle spalle","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=264,643,1390,68 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=268,719,1428,64 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=272,797,1412,64",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek2/anno_0,"il Marat morente, del '93.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=142,658,1412,62 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=138,582,1412,57",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek20/anno_0,"Mentre la Destou- ches è troppo ""bella donna"", perchè, in cuor suo, non la consideri la più ""brava"" delle sue modelle da ""cento soldi per posa"". ","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=272,797,1412,64 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=274,950,1390,63 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=276,873,1394,60",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek20/anno_1,"Piume, satins, pizzi, jabots, collane, trafori, tulles, merletti, cascate di piegoline, ampie distese della veste, scialle e sciarpa, nastri finali:","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=274,1024,1408,66 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=266,1100,1408,60",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek20/anno_2,"è un grande, dovuto contorno, la cornice di una gioia inestimabile di carne, di dolcezza, di pienezza di carne fem- minile, che leggermente salgono alla testa del pittore.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=272,1174,1402,65 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=266,1100,1408,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=266,1252,1420,64",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek21/anno_0,"stianità, alla civica registrazione dei palazzi, delle case, delle vetrate, delle finestre e delle tegole sui tetti,","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=250,1927,1434,70 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=1319,1827,25,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=1334,1863,356,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0019Q1958230019c9r.json#xywh=136,572,1416,62 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=258,1781,1420,66 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=254,1855,1080,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0019Q1958230019c9r.json#xywh=138,497,1408,57",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek21/anno_1,"addossati ad un fondo di veduta, del tipo microspico: dalla Cupola imponente della Cri-","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0018Q1958230018c8v.json#xywh=254,2011,1436,67",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek3/anno_0,"Il ritratto della prima moglie di Danton, del '93"," | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=142,658,1412,62","https://wd-image-positions.toolforge.org/iiif/Q28976720/P18/canvas/c0.json#xywh=118,22,449,708 | "
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek3/anno_1,"figlia di un venditore di limo- ni. Il suo viso rotondo, come un frutto di carne, sotto gli occhi ansiosi, dichiara il dramma di una piccola borghese nell'Anno Terribile.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=134,812,1412,55 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=142,658,1412,62 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=138,734,1392,53"," | https://wd-image-positions.toolforge.org/iiif/Q28976720/P18/canvas/c0.json#xywh=177,215,245,226"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek4/anno_0,il ritratto di Mme Chalgrin,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=130,894,1394,46",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek4/anno_1,"Accusata di aver complottato contro la azioni ai danni della Repubblica, condannata, esecuteé il 6 termidoro dell'Anno Due. Salì il palco, pensando all'amico David, rigido convenzionale.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=130,1038,1424,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=541,968,987,44 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=136,968,405,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=130,894,1394,46 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=144,932,402,34",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek4/anno_2,"il vento sinistro del Terrore scompone appena <???> i capel- li sciolti in larghi anelli, figura di un tragico, di un disperato dolore, immobile e assor- to","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=134,1110,1366,63 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1488,1097,26,33 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1500,1131,64,45 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=138,1274,1365,52 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=124,1190,1426,58",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek4/anno_3,"contro il fondo, che il pittore ha reso con forsennato fregare del pennello","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=138,1274,1365,52",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek4/anno_4,"come in  un presagio, ed effetto di orribile tempesta umana. Un fondo inindividuato e miserabile, come un cielo di lana sudicia. Tempo, veramente, da fare pau- ra.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=134,1352,919,38 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=254,1308,1094,38 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1430,1238,97,49 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=130,1414,1416,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1503,1294,41,31 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1053,1360,503,36",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek5/anno_0,"il giova- ne Joseph Bara, morto per la causa della Libertà. David, in un dipinto rimasto in- completo, immagina il corpo ignudo di <???> un  adolescente, steso a terra","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=859,1580,663,40 |  | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=130,1414,1416,60 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=126,1494,1396,54 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=128,1574,731,40 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=805,1541,49,38"," | https://wd-image-positions.toolforge.org/iiif/Q3210859/P18/canvas/c0.json#xywh=79,269,2686,1817"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek5/anno_1,"come di uno <???> caduto mortalmente <???> sotto un carro.  Immagine, <???>, spezzata, di un destino più grande <???> degli uomini. <???> Termidoro trattenne la mano del pittore.","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=859,1580,663,40 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=464,1604,72,46 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=128,1650,401,34 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=300,1689,342,35 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=529,1652,507,44 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=601,1730,945,50 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1424,1614,76,36 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=120,1726,481,38 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=884,1618,144,32 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0007Q1958230007c3r.json#xywh=1036,1662,431,34",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek6/anno_0,la Madame Recamier,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0008Q1958230008c3v.json#xywh=252,883,1420,62",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek7/anno_0,Convenzionale Gerard con la sua famiglia.,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0008Q1958230008c3v.json#xywh=266,959,1370,56 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0008Q1958230008c3v.json#xywh=252,883,1420,62",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek8/anno_0,L'autoritratto del Museo Condé,"https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=585,1579,1065,39 | "," | https://wd-image-positions.toolforge.org/iiif/Q15844756/P18/canvas/c0.json#xywh=488,78,2285,3307"
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek8/anno_1,"risuona nella voce profonda, e di verità umana, di un ricercatore di degnità pittorica","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=242,1646,1394,57 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=585,1579,1065,39",
https://w3id.org/interim/ek-raimondi-kb/ingres/ekphrasis/ek9/anno_0,"in lavori dello stesso anno '804: dal punto realistico, violento e cocente, rappresentato dal Ritratto di ragazzo,","https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=240,1799,1426,58 | https://mariafrancesca6.github.io/GR-ek/canvas/img/derivatives/iiif/ingresgr/0010Q1958230010c4v.json#xywh=240,1876,1428,57",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek1/anno_0,il ritratto dello scultore Hans Arp.,"https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=162,872,1428,67 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=152,948,1446,61",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek2/anno_0,i fogli di Carrà. Lavorava al quadro: Il gentiluomo briaco.,"https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=152,1785,1452,60",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek2/anno_1,"Una lunga testa, più che un ovoide,","https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=152,1785,1452,60 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=152,1862,1444,59",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek2/anno_2,"un cilindro dove i lineamenti umani sono rilevati da una plastica, che ignora il dolore e la passione  La occupa una pesante malinconia, fatta di meditazione.","https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=154,2014,1436,59 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=160,1936,1436,63 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p11#xywh=152,1862,1444,59",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek3/anno_0,"La massaia,","https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=214,874,1410,52",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek4/anno_0,"Il poeta,","https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=214,874,1410,52",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek5/anno_0,variazioni diverse di teste femminili,"https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=220,951,1420,61 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=214,874,1410,52",
https://w3id.org/interim/ek-raimondi-kb/modigliani/ekphrasis/ek5/anno_1,"che fra di loro mormoravano: - ""Oh quelle statuette negre..."" Proprio sottovoce.","https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=216,1024,1444,55 | https://dl.ficlit.unibo.it/iiif/2/19323/canvas/p12#xywh=220,951,1420,61",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek1/anno_0,"L""ovo"" della  mia fissazione, e quasi uscito dalla lunghezza di un pensiero protratto infinitamente, era,  in verità, solo la forma di un volto umano. Era una testa, e un volto, di Raffaello. Do- vevo averlo ricavato da un disegno di Raffaello, visto osservato chissà quando, e non so dove. Una delle sue teste, cosidette di madonne.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=140,1030,887,38 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=140,790,1412,59 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=142,1097,1412,49 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=140,952,1438,46 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=146,868,1416,58 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=924,998,130,32 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p15#xywh=1027,1029,523,35",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek2/anno_0,"Senza contare il repertorio iconografico, di fotografie del pittore negli anni del  suo lavoro. Volto, per l'età ancora giovanile, consumato dall'ansia e dall'alcool.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=220,563,1424,55 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=216,641,1442,55",
